kind,label,block_index,measurement_index,coeff_norm_mean,proj_norm_mean,relative_proj_mean,max_coeff_mean
dual,Van Gogh,11,15,47.85475540161133,47.85475540161133,0.6041918992996216,0.35007765889167786
dual,Van Gogh,11,16,66.21788024902344,66.21788024902344,0.4362977147102356,0.3920244574546814
dual,Van Gogh,11,17,56.218231201171875,56.218231201171875,0.4978456497192383,0.32658636569976807
dual,Van Gogh,11,18,53.48149490356445,53.48149490356445,0.5587091445922852,0.3469447195529938
dual,Van Gogh,11,19,48.87207794189453,48.87207794189453,0.5925641655921936,0.3497510552406311
dual,Van Gogh,12,0,84.01744079589844,84.01744079589844,0.4511870741844177,0.3956345319747925
dual,Van Gogh,12,1,85.99495697021484,85.99495697021484,0.5711873769760132,0.39490360021591187
dual,Van Gogh,12,2,71.12726593017578,71.12727355957031,0.6076043248176575,0.3843071460723877
dual,Van Gogh,12,3,59.88262176513672,59.88261795043945,0.6280878782272339,0.36065736413002014
dual,Van Gogh,12,4,85.37723541259766,85.37723541259766,0.4568757116794586,0.3994368314743042
dual,Van Gogh,12,5,85.35032653808594,85.35032653808594,0.5593348145484924,0.38396549224853516
dual,Van Gogh,12,6,70.30492401123047,70.30492401123047,0.582763135433197,0.360733300447464
dual,Van Gogh,12,7,60.19327926635742,60.19327926635742,0.6078416109085083,0.3466481566429138
dual,Van Gogh,12,8,84.87125396728516,84.87125396728516,0.4513566195964813,0.3936471939086914
dual,Van Gogh,12,9,78.1292495727539,78.1292495727539,0.5283575057983398,0.3696129620075226
dual,Van Gogh,12,10,67.1248550415039,67.1248550415039,0.5702864527702332,0.37905535101890564
dual,Van Gogh,12,11,59.44729995727539,59.44729995727539,0.6055630445480347,0.3722027838230133
dual,Van Gogh,12,12,84.67232513427734,84.67232513427734,0.45817556977272034,0.39908039569854736
dual,Van Gogh,12,13,79.90647888183594,79.9064712524414,0.5352187752723694,0.35650700330734253
dual,Van Gogh,12,14,69.79649353027344,69.79649353027344,0.5922602415084839,0.3564296066761017
dual,Van Gogh,12,15,59.54555130004883,59.54555892944336,0.6162428855895996,0.3400228023529053
dual,Van Gogh,12,16,85.29408264160156,85.29407501220703,0.45590940117836,0.3976883888244629
dual,Van Gogh,12,17,73.4048843383789,73.4048843383789,0.5202139616012573,0.3479428291320801
dual,Van Gogh,12,18,64.91505432128906,64.91505432128906,0.5633357167243958,0.32871702313423157
dual,Van Gogh,12,19,55.113609313964844,55.113609313964844,0.5831813216209412,0.3297746479511261
dual,Van Gogh,13,0,67.92137145996094,67.92137145996094,0.4431134760379791,0.40293896198272705
dual,Van Gogh,13,1,65.15754699707031,65.15755462646484,0.5417774319648743,0.39699915051460266
dual,Van Gogh,13,2,57.76891326904297,57.76891326904297,0.5659055113792419,0.3593730926513672
dual,Van Gogh,13,3,52.15746307373047,52.15746307373047,0.5861235857009888,0.3569891154766083
dual,Van Gogh,13,4,67.80520629882812,67.80521392822266,0.44443708658218384,0.40723997354507446
dual,Van Gogh,13,5,64.3486328125,64.34864044189453,0.5340232849121094,0.38736408948898315
dual,Van Gogh,13,6,56.7366828918457,56.7366828918457,0.5476107001304626,0.3445071578025818
dual,Van Gogh,13,7,52.01121520996094,52.0112190246582,0.5696099400520325,0.3572613298892975
dual,Van Gogh,13,8,67.26567840576172,67.26567840576172,0.44094324111938477,0.4019218981266022
dual,Van Gogh,13,9,59.71406555175781,59.71406936645508,0.5032141804695129,0.37309303879737854
dual,Van Gogh,13,10,54.55531692504883,54.55531692504883,0.5422002673149109,0.35560134053230286
dual,Van Gogh,13,11,52.27077865600586,52.27077865600586,0.5791104435920715,0.356258362531662
dual,Van Gogh,13,12,67.4043960571289,67.4043960571289,0.44439417123794556,0.4038197100162506
dual,Van Gogh,13,13,59.07593536376953,59.07593536376953,0.5056050419807434,0.36477312445640564
dual,Van Gogh,13,14,55.416282653808594,55.416282653808594,0.5538247227668762,0.3377542197704315
dual,Van Gogh,13,15,51.46055603027344,51.46055221557617,0.5812767744064331,0.3576916754245758
dual,Van Gogh,13,16,67.2424087524414,67.2424087524414,0.4401797354221344,0.40173909068107605
dual,Van Gogh,13,17,58.85759353637695,58.85759735107422,0.5018487572669983,0.35476306080818176
dual,Van Gogh,13,18,54.774818420410156,54.774818420410156,0.5323290228843689,0.32441675662994385
dual,Van Gogh,13,19,50.47952651977539,50.47953414916992,0.5585018992424011,0.3542340099811554
dual,Van Gogh,14,0,68.50789642333984,68.50788879394531,0.4803586006164551,0.4409920871257782
dual,Van Gogh,14,1,52.63648223876953,52.63648223876953,0.5359614491462708,0.39557570219039917
dual,Van Gogh,14,2,48.37098693847656,48.37098693847656,0.597884476184845,0.38177916407585144
dual,Van Gogh,14,3,44.2021369934082,44.2021369934082,0.641015350818634,0.3933979570865631
dual,Van Gogh,14,4,68.13677978515625,68.13677978515625,0.4785825312137604,0.44229787588119507
dual,Van Gogh,14,5,52.52391815185547,52.52391815185547,0.5296313762664795,0.3928779661655426
