kind,label,block_index,measurement_index,coeff_norm_mean,proj_norm_mean,relative_proj_mean,max_coeff_mean
dual,goldfish,10,16,66.17665100097656,66.17665100097656,0.42440691590309143,0.4003389775753021
dual,goldfish,10,17,62.716033935546875,62.716041564941406,0.4583496153354645,0.33605560660362244
dual,goldfish,10,18,61.61103439331055,61.61103439331055,0.5014157295227051,0.33224979043006897
dual,goldfish,10,19,61.29480743408203,61.2948112487793,0.5485081076622009,0.3309341371059418
dual,goldfish,11,0,69.46504974365234,69.46504974365234,0.4182495176792145,0.3919675052165985
dual,goldfish,11,1,60.657447814941406,60.657447814941406,0.425885409116745,0.3012557923793793
dual,goldfish,11,2,52.706581115722656,52.70658493041992,0.43080589175224304,0.2577240467071533
dual,goldfish,11,3,48.36606979370117,48.36606979370117,0.443779319524765,0.2433125078678131
dual,goldfish,11,4,69.5624008178711,69.5624008178711,0.4205913543701172,0.39462336897850037
dual,goldfish,11,5,57.1065559387207,57.1065559387207,0.4104507863521576,0.29628559947013855
dual,goldfish,11,6,49.65501022338867,49.65501403808594,0.4207842946052551,0.2534753382205963
dual,goldfish,11,7,44.46973419189453,44.46973419189453,0.4305797219276428,0.23841695487499237
dual,goldfish,11,8,70.17217254638672,70.17218017578125,0.42037543654441833,0.39423736929893494
dual,goldfish,11,9,58.40375900268555,58.40375900268555,0.4200866222381592,0.31068190932273865
dual,goldfish,11,10,51.23716354370117,51.2371711730957,0.4185251295566559,0.26953068375587463
dual,goldfish,11,11,47.60786056518555,47.60786056518555,0.4342207908630371,0.2513976991176605
dual,goldfish,11,12,69.37297821044922,69.37297821044922,0.4211459159851074,0.393444687128067
dual,goldfish,11,13,58.32674789428711,58.32674789428711,0.4125548005104065,0.302689790725708
dual,goldfish,11,14,49.367698669433594,49.367698669433594,0.4123888909816742,0.2651900053024292
dual,goldfish,11,15,43.28252029418945,43.28252410888672,0.4148634970188141,0.24259033799171448
dual,goldfish,11,16,69.47462463378906,69.47462463378906,0.4164326786994934,0.3918367922306061
dual,goldfish,11,17,53.96307373046875,53.96307373046875,0.4145459234714508,0.2842708230018616
dual,goldfish,11,18,49.868995666503906,49.86899948120117,0.4450923502445221,0.2713015675544739
dual,goldfish,11,19,47.32561111450195,47.325618743896484,0.47723275423049927,0.2634013891220093
dual,goldfish,12,0,91.90425109863281,91.90425109863281,0.4561549127101898,0.40582942962646484
