report,branch,block_index,concept,group,similarity_to_target,is_global
cleaned,single,28,Lion,related_animals,0.8098297715187073,0
cleaned,single,28,Wolf,related_animals,0.8156096935272217,0
cleaned,single,28,Apple,fruits,0.6508521437644958,0
cleaned,single,28,Taylor Swift,fruits,0.7518857717514038,0
cleaned,single,29,Doggo,paraphrase_like,0.8622719645500183,0
cleaned,single,29,Canine,paraphrase_like,0.8301894664764404,0
cleaned,single,29,Lion,related_animals,0.8253635168075562,0
cleaned,single,29,Wolf,related_animals,0.803661584854126,0
cleaned,single,29,Apple,fruits,0.6555958986282349,0
cleaned,single,29,Taylor Swift,fruits,0.7135463953018188,0
cleaned,single,30,Doggo,paraphrase_like,0.8797962665557861,0
cleaned,single,30,Canine,paraphrase_like,0.8617912530899048,0
cleaned,single,30,Lion,related_animals,0.8461108803749084,0
cleaned,single,30,Wolf,related_animals,0.8485289812088013,0
cleaned,single,30,Apple,fruits,0.7165911197662354,0
cleaned,single,30,Taylor Swift,fruits,0.7771947383880615,0
cleaned,single,31,Doggo,paraphrase_like,0.877718448638916,0
cleaned,single,31,Canine,paraphrase_like,0.8459726572036743,0
cleaned,single,31,Lion,related_animals,0.836852490901947,0
cleaned,single,31,Wolf,related_animals,0.8346592783927917,0
cleaned,single,31,Apple,fruits,0.7016953229904175,0
cleaned,single,31,Taylor Swift,fruits,0.7887820601463318,0
cleaned,single,32,Doggo,paraphrase_like,0.8688653111457825,0
cleaned,single,32,Canine,paraphrase_like,0.8361696004867554,0
cleaned,single,32,Lion,related_animals,0.8278462886810303,0
cleaned,single,32,Wolf,related_animals,0.8258395791053772,0
cleaned,single,32,Apple,fruits,0.6505242586135864,0
cleaned,single,32,Taylor Swift,fruits,0.7567462921142578,0
cleaned,single,33,Doggo,paraphrase_like,0.8517497181892395,0
cleaned,single,33,Canine,paraphrase_like,0.8287961483001709,0
cleaned,single,33,Lion,related_animals,0.8346829414367676,0
cleaned,single,33,Wolf,related_animals,0.8190456628799438,0
cleaned,single,33,Apple,fruits,0.6838560104370117,0
cleaned,single,33,Taylor Swift,fruits,0.7913022041320801,0
cleaned,single,34,Doggo,paraphrase_like,0.8514091968536377,0
cleaned,single,34,Canine,paraphrase_like,0.8419279456138611,0
cleaned,single,34,Lion,related_animals,0.8383432030677795,0
cleaned,single,34,Wolf,related_animals,0.8274378180503845,0
cleaned,single,34,Apple,fruits,0.6144818663597107,0
cleaned,single,34,Taylor Swift,fruits,0.8007341027259827,0
cleaned,single,35,Doggo,paraphrase_like,0.7960939407348633,0
cleaned,single,35,Canine,paraphrase_like,0.8012237548828125,0
cleaned,single,35,Lion,related_animals,0.7550671100616455,0
cleaned,single,35,Wolf,related_animals,0.7809615135192871,0
cleaned,single,35,Apple,fruits,0.6164795160293579,0
cleaned,single,35,Taylor Swift,fruits,0.7480093836784363,0
cleaned,single,36,Doggo,paraphrase_like,0.8601806163787842,0
cleaned,single,36,Canine,paraphrase_like,0.8450751304626465,0
cleaned,single,36,Lion,related_animals,0.7632524371147156,0
cleaned,single,36,Wolf,related_animals,0.7139414548873901,0
cleaned,single,36,Apple,fruits,0.6111103296279907,0
cleaned,single,36,Taylor Swift,fruits,0.8122457265853882,0
cleaned,single,37,Doggo,paraphrase_like,0.7757381200790405,0
cleaned,single,37,Canine,paraphrase_like,0.7883570194244385,0
cleaned,single,37,Lion,related_animals,0.8308151960372925,0
cleaned,single,37,Wolf,related_animals,0.7741134166717529,0
cleaned,single,37,Apple,fruits,0.6625089049339294,0
cleaned,single,37,Taylor Swift,fruits,0.8078197240829468,0
cleaned,single,-1,Doggo,paraphrase_like,0.8786150813102722,1
cleaned,single,-1,Canine,paraphrase_like,0.8571797609329224,1
cleaned,single,-1,Lion,related_animals,0.5995792746543884,1
cleaned,single,-1,Wolf,related_animals,0.6709219217300415,1
cleaned,single,-1,Apple,fruits,0.5466669797897339,1
cleaned,single,-1,Taylor Swift,fruits,0.5831319093704224,1
